model,year,mileage,tax,mpg,engineSize,price
 Ioniq,2017,23000,0,78.5,1.6,14999
 Ioniq,2017,28836,0,78.5,1.6,14999
 Ioniq,2017,36722,135,78.5,1.6,15109
 Ioniq,2017,20005,140,78.5,1.6,15190
 Ioniq,2017,29058,0,78.5,1.6,15200
 Ioniq,2017,23690,140,78.5,1.6,15290
 Ioniq,2017,14709,135,78.5,1.6,15325
 Ioniq,2017,8305,135,78.5,1.6,15397
 Ioniq,2017,14673,0,78.5,1.6,15470
 Ioniq,2017,18747,135,78.5,1.6,15470
 Ioniq,2017,13587,0,78.5,1.6,15490
 Ioniq,2017,9400,135,78.5,1.6,15499
 Ioniq,2017,31171,0,78.5,1.6,15594
 Ioniq,2017,22293,0,78.5,1.6,15780
 Ioniq,2017,11018,0,78.5,1.6,15890
 Ioniq,2017,17666,135,78.5,1.6,15989
 Ioniq,2017,18436,135,78.5,1.6,15995
 Ioniq,2017,25068,135,78.5,1.6,15995
 Ioniq,2017,23700,135,78.5,1.6,15999
 Ioniq,2017,19542,0,78.5,1.6,16000
 Ioniq,2017,19629,0,78.5,1.6,16000
 Ioniq,2017,11651,135,78.5,1.6,16290
 Ioniq,2017,20257,140,78.5,1.6,16491
 Ioniq,2017,19096,0,78.5,1.6,16495
 Ioniq,2017,20513,135,78.5,1.6,16595
 Ioniq,2017,23659,135,78.5,1.6,16599
 Ioniq,2017,7858,135,78.5,1.6,16790
 Ioniq,2017,13076,135,78.5,1.6,16969
 Ioniq,2017,13789,135,78.5,1.6,16970
 Ioniq,2017,11062,0,78.5,1.6,16999
 Ioniq,2017,23289,0,78.5,1.6,16999
 Ioniq,2017,11469,135,78.5,1.6,17000
 Ioniq,2017,10329,135,78.5,1.6,17149
 Ioniq,2017,11247,135,78.5,1.6,17299
 Ioniq,2017,7955,135,78.5,1.6,17749
 Ioniq,2017,8763,135,78.5,1.6,17795
 Ioniq,2017,21553,135,78.5,1.6,17800
 Ioniq,2017,6467,135,78.5,1.6,17870
 Ioniq,2018,60438,140,78.5,1.6,12000
 Ioniq,2018,55190,140,78.5,1.6,13295
 Ioniq,2018,29248,135,78.5,1.6,13495
 Ioniq,2018,38469,135,78.5,1.6,13709
 Ioniq,2018,37125,135,78.5,1.6,13789
 Ioniq,2018,37221,135,78.5,1.6,13795
 Ioniq,2018,35007,135,78.5,1.6,13969
 Ioniq,2018,54876,140,78.5,1.6,13989
 Ioniq,2018,35876,135,78.5,1.6,13995
 Ioniq,2018,22508,135,78.5,1.6,13998
 Ioniq,2018,37439,135,78.5,1.6,14000
 Ioniq,2018,40735,135,78.5,1.6,14200
 Ioniq,2018,28526,135,78.5,1.6,14500
 Ioniq,2018,56118,135,78.5,1.6,14600
 Ioniq,2018,24905,140,78.5,1.6,14698
 Ioniq,2018,11591,135,78.5,1.6,14747
 Ioniq,2018,27318,135,78.5,1.6,14811
 Ioniq,2018,37133,135,78.5,1.6,14959
 Ioniq,2018,15946,135,78.5,1.6,14995
 Ioniq,2018,37445,135,78.5,1.6,14995
 Ioniq,2018,8513,140,78.5,1.6,14998
 Ioniq,2018,13727,135,78.5,1.6,15000
 Ioniq,2018,32227,135,78.5,1.6,15000
 Ioniq,2018,35934,135,78.5,1.6,15089
 Ioniq,2018,32228,135,78.5,1.6,15490
 Ioniq,2018,37101,135,78.5,1.6,15544
 Ioniq,2018,16583,135,78.5,1.6,15600
 Ioniq,2018,20000,135,78.5,1.6,15695
 Ioniq,2018,31627,135,78.5,1.6,15795
 Ioniq,2018,32360,135,78.5,1.6,15795
 Ioniq,2018,14585,140,78.5,1.6,15980
 Ioniq,2018,10052,135,78.5,1.6,15990
 Ioniq,2018,13286,135,78.5,1.6,15990
 Ioniq,2018,13415,135,78.5,1.6,15995
 Ioniq,2018,30448,135,78.5,1.6,15995
 Ioniq,2018,30498,140,78.5,1.6,15995
 Ioniq,2018,11856,135,78.5,1.6,15998
 Ioniq,2018,17598,135,78.5,1.6,15998
 Ioniq,2018,19054,135,78.5,1.6,15998
 Ioniq,2018,28283,135,78.5,1.6,15998
 Ioniq,2018,27742,135,78.5,1.6,16000
 Ioniq,2018,27452,135,78.5,1.6,16298
 Ioniq,2018,8110,135,78.5,1.6,16495
 Ioniq,2018,28227,135,78.5,1.6,16495
 Ioniq,2018,16046,135,78.5,1.6,16498
 Ioniq,2018,16790,135,78.5,1.6,16498
 Ioniq,2018,18478,140,78.5,1.6,16498
 Ioniq,2018,23252,135,78.5,1.6,16498
 Ioniq,2018,11942,135,78.5,1.6,16698
 Ioniq,2018,6897,135,78.5,1.6,16750
 Ioniq,2018,3297,135,78.5,1.6,16990
 Ioniq,2018,12306,140,78.5,1.6,16990
 Ioniq,2018,28141,135,78.5,1.6,16995
 Ioniq,2018,31852,135,78.5,1.6,16995
 Ioniq,2018,6308,135,78.5,1.6,16998
 Ioniq,2018,9097,135,78.5,1.6,16998
 Ioniq,2018,11776,135,78.5,1.6,16998
 Ioniq,2018,6493,135,78.5,1.6,17150
 Ioniq,2018,17534,135,78.5,1.6,17195
 Ioniq,2018,10873,135,78.5,1.6,17234
 Ioniq,2018,1675,135,78.5,1.6,17297
 Ioniq,2018,6443,135,78.5,1.6,17298
 Ioniq,2018,13474,135,78.5,1.6,17298
 Ioniq,2018,13884,135,78.5,1.6,17298
 Ioniq,2018,19348,135,78.5,1.6,17298
 Ioniq,2018,16428,135,78.5,1.6,17600
 Ioniq,2018,15014,135,78.5,1.6,17690
 Ioniq,2018,11333,135,78.5,1.6,17700
 Ioniq,2018,9531,135,78.5,1.6,17995
 Ioniq,2018,4029,135,78.5,1.6,17998
 Ioniq,2018,15850,135,78.5,1.6,18000
 Ioniq,2018,9151,135,78.5,1.6,18298
 Ioniq,2018,6259,135,78.5,1.6,18310
 Ioniq,2018,19000,135,78.5,1.6,18480
 Ioniq,2018,7443,135,78.5,1.6,18490
 Ioniq,2018,15192,135,78.5,1.6,18495
 Ioniq,2018,3138,135,78.5,1.6,18498
 Ioniq,2018,7999,135,78.5,1.6,18498
 Ioniq,2018,7725,135,78.5,1.6,18690
 Ioniq,2018,11165,135,78.5,1.6,18799
 Ioniq,2018,13826,135,78.5,1.6,18890
 Ioniq,2018,10434,135,78.5,1.6,18995
 Ioniq,2019,32975,140,78.5,1.6,15698
 Ioniq,2019,8601,135,78.5,1.6,15970
 Ioniq,2019,11849,140,78.5,1.6,15998
 Ioniq,2019,16280,135,78.5,1.6,15998
 Ioniq,2019,7980,135,78.5,1.6,16200
 Ioniq,2019,4004,135,78.5,1.6,16498
 Ioniq,2019,7192,140,78.5,1.6,16498
 Ioniq,2019,3827,135,78.5,1.6,16699
 Ioniq,2019,10547,135,78.5,1.6,16750
 Ioniq,2019,11848,135,78.5,1.6,16786
 Ioniq,2019,4967,135,78.5,1.6,16895
 Ioniq,2019,1533,135,78.5,1.6,16990
 Ioniq,2019,8904,135,78.5,1.6,16990
 Ioniq,2019,6918,135,78.5,1.6,16995
 Ioniq,2019,8809,135,78.5,1.6,16995
 Ioniq,2019,6437,135,78.5,1.6,17195
 Ioniq,2019,1267,135,78.5,1.6,17250
 Ioniq,2019,5931,135,78.5,1.6,17270
 Ioniq,2019,5032,135,78.5,1.6,17442
 Ioniq,2019,7346,135,78.5,1.6,17450
 Ioniq,2019,5047,135,78.5,1.6,17480
 Ioniq,2019,14368,135,78.5,1.6,17495
 Ioniq,2019,4581,135,78.5,1.6,17560
 Ioniq,2019,9337,135,78.5,1.6,17699
 Ioniq,2019,5167,135,78.5,1.6,17899
 Ioniq,2019,8972,135,78.5,1.6,17990
 Ioniq,2019,4454,135,78.5,1.6,17995
 Ioniq,2019,10617,135,78.5,1.6,17998
 Ioniq,2019,3000,135,78.5,1.6,17999
 Ioniq,2019,3700,135,78.5,1.6,18250
 Ioniq,2019,559,135,78.5,1.6,18299
 Ioniq,2019,6621,135,78.5,1.6,18314
 Ioniq,2019,14031,135,78.5,1.6,18480
 Ioniq,2019,6040,135,78.5,1.6,18495
 Ioniq,2019,961,135,78.5,1.6,18570
 Ioniq,2019,2760,135,78.5,1.6,18695
 Ioniq,2019,8021,135,78.5,1.6,18695
 Ioniq,2019,8245,135,78.5,1.6,18695
 Ioniq,2019,8300,135,78.5,1.6,18695
 Ioniq,2019,9562,135,78.5,1.6,18695
 Ioniq,2019,14687,135,78.5,1.6,18695
 Ioniq,2019,17212,135,78.5,1.6,18695
 Ioniq,2019,17378,135,78.5,1.6,18695
 Ioniq,2019,10,135,78.5,1.6,18990
 Ioniq,2019,11816,135,78.5,1.6,18990
 Ioniq,2019,4500,135,78.5,1.6,18995
 Ioniq,2019,2526,135,78.5,1.6,18998
 Ioniq,2019,8569,135,78.5,1.6,19000
 Ioniq,2019,4328,135,78.5,1.6,19495
 Ioniq,2019,7603,135,78.5,1.6,19538
 Ioniq,2019,10000,140,78.5,1.6,19689
 Ioniq,2019,3346,135,78.5,1.6,19897
 Ioniq,2019,15439,135,62.8,1.6,19899
 Ioniq,2019,8000,135,78.5,1.6,19936
 Ioniq,2019,8837,135,78.5,1.6,19970
 Ioniq,2019,10999,135,78.5,1.6,19970
 Ioniq,2019,8862,135,62.8,1.6,19970
 Ioniq,2019,9950,135,78.5,1.6,19981
 Ioniq,2019,2000,135,62.8,1.6,19990
 Ioniq,2019,7074,135,78.5,1.6,19995
 Ioniq,2019,8732,135,62.8,1.6,19999
 Ioniq,2019,9468,135,78.5,1.6,20000
 Ioniq,2019,2810,135,78.5,1.6,20400
 Ioniq,2019,4243,135,78.5,1.6,20495
 Ioniq,2019,4271,135,78.5,1.6,20995
 Ioniq,2019,5530,140,62.8,1.6,20998
 Ioniq,2019,2479,135,78.5,1.6,21000
 Ioniq,2019,5308,135,78.5,1.6,21000
 Ioniq,2019,6933,135,78.5,1.6,21695
 Ioniq,2019,4489,135,62.8,1.6,21780
 Ioniq,2019,9852,140,78.5,1.6,21995
 Ioniq,2019,10200,135,78.5,1.6,21995
 Ioniq,2019,4048,135,62.8,1.6,21995
 Ioniq,2019,7138,135,62.8,1.6,21995
 Ioniq,2019,9767,140,78.5,1.6,21999
 Ioniq,2019,2544,135,62.8,1.6,22000
 Ioniq,2019,5500,135,78.5,1.6,22491
 Ioniq,2019,5500,135,78.5,1.6,22491
 Ioniq,2019,3704,135,78.5,1.6,22680
 Ioniq,2019,4868,135,62.8,1.6,22680
 Ioniq,2019,8492,135,78.5,1.6,22720
 Ioniq,2019,5500,135,78.5,1.6,22891
 Ioniq,2019,5500,135,78.5,1.6,22899
 Ioniq,2019,6000,135,62.8,1.6,22970
 Ioniq,2019,5222,135,78.5,1.6,22989
 Ioniq,2019,6500,135,78.5,1.6,22995
 Ioniq,2019,9000,135,78.5,1.6,22995
 Ioniq,2019,2031,135,62.8,1.6,22998
 Ioniq,2019,5653,135,78.5,1.6,23370
 Ioniq,2019,4720,135,78.5,1.6,23495
 Ioniq,2019,9230,135,78.5,1.6,23495
 Ioniq,2019,10,135,78.5,1.6,23991
 Ioniq,2019,4000,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,5500,135,78.5,1.6,23991
 Ioniq,2019,7865,135,78.5,1.6,23995
 Ioniq,2019,6771,135,78.5,1.6,25715
 Ioniq,2020,3140,140,62.8,1.6,20990
 Ioniq,2020,1669,135,62.8,1.6,20995
 Ioniq,2020,5395,135,62.8,1.6,20995
 Ioniq,2020,8000,140,62.8,1.6,20999
 Ioniq,2020,3000,135,62.8,1.6,21695
 Ioniq,2020,1500,135,62.8,1.6,22000
 Ioniq,2020,5,135,62.8,1.6,22995
 Ioniq,2020,3358,135,62.8,1.6,22995
 Ioniq,2020,2501,135,62.8,1.6,24995
 Ioniq,2020,2000,135,62.8,1.6,25495
 Kona,2019,2041,140,52.3,1.6,20000
 Kona,2019,5000,135,52.3,1.6,20500
 Kona,2019,4235,140,52.3,1.6,20990
 Kona,2019,4672,140,52.3,1.6,20998
 Kona,2019,5155,140,52.3,1.6,21689
 Kona,2019,1391,135,52.3,1.6,21998
 Kona,2019,8112,135,52.3,1.6,22858
 Kona,2019,7635,135,52.3,1.6,22995
 Kona,2019,1486,135,52.3,1.6,23290
 Kona,2019,9500,135,52.3,1.6,23970
 Kona,2019,1000,135,52.3,1.6,24295
 Kona,2020,25446,135,52.3,1.6,13999
 Kona,2020,7000,135,52.3,1.6,15399
 Kona,2020,2064,135,52.3,1.6,22495
 Kona,2020,1000,135,52.3,1.6,23000
 Kona,2020,76,135,52.3,1.6,24495
 Kona,2020,1500,135,52.3,1.6,25195
 Kona,2020,2083,135,52.3,1.6,25280
 Tucson,2019,3168,145,50.4,1.6,21990
 Tucson,2019,2000,145,50.4,1.6,22750
 Tucson,2019,700,145,50.4,1.6,22962
 Tucson,2019,2324,145,50.4,1.6,24990
 Tucson,2019,2003,145,50.4,1.6,25499
 Tucson,2019,5792,145,50.4,1.6,25980
 Tucson,2019,3469,145,40.4,2,26000
 Tucson,2019,1000,145,50.4,1.6,26995
 Tucson,2020,1298,145,50.4,1.6,25980
 Tucson,2019,1498,145,51.4,1.6,20495
 Tucson,2019,8045,145,51.4,1.6,20990
 Tucson,2019,1550,145,51.4,1.6,21498
 Tucson,2019,6155,145,51.4,1.6,22500
 Tucson,2019,6222,145,48.7,1.6,22690
 Tucson,2019,2361,145,48.7,1.6,22995
 Tucson,2019,8641,145,47.9,1.6,23490
 Tucson,2019,3000,145,51.4,1.6,23795
 Tucson,2019,1887,145,47.9,1.6,23995
 Tucson,2019,6491,145,47.9,1.6,23998
 Tucson,2019,6054,145,47.9,1.6,24480
 Tucson,2019,4426,145,47.9,1.6,24989
 Tucson,2019,7374,145,47.9,1.6,24989
 Tucson,2019,4500,145,48.7,1.6,24999
 Tucson,2019,100,145,51.4,1.6,25110
 Tucson,2019,3210,145,48.7,1.6,25490
 Tucson,2019,2250,145,47.9,1.6,26495
 Tucson,2019,10,145,47.9,1.6,26995
 Tucson,2020,3850,145,48.7,1.6,25995
 Tucson,2020,1451,145,47.9,1.6,26000
 Tucson,2020,3000,145,47.9,1.6,26995
 Ioniq,2017,54698,140,78.5,1.6,12800
 I10,2013,46211,125,51.4,1.2,4965
 I10,2014,6790,160,45.6,1.2,7999
 I10,2014,227,160,45.6,1.2,9000
 I10,2015,15000,160,45.6,1.2,7695
 I10,2016,11000,145,47.9,1.2,7995
 I10,2016,16500,145,47.9,1.2,8495
 I10,2016,18000,150,47.9,1.2,8495
 I10,2016,12700,150,47.9,1.2,8999
 I10,2016,2900,135,47.9,1.2,9350
 I10,2016,11000,145,47.9,1.2,9995
 I10,2017,20664,145,47.9,1.2,7999
 I10,2017,20745,145,47.9,1.2,8100
 I10,2017,10913,145,47.9,1.2,9680
 I10,2017,12455,150,47.9,1.2,10999
 I10,2018,28889,145,47.9,1.2,8495
 I10,2018,8418,145,47.9,1.2,9499
 I10,2018,10000,145,47.9,1.2,9990
 I10,2019,6000,145,47.9,1.2,10995
 I20,2013,12508,145,47.1,1.4,6766
 I20,2013,26550,145,47.1,1.4,6998
 I20,2013,30536,145,47.1,1.4,6999
 I20,2014,18000,145,47.1,1.4,6995
 I20,2015,34712,160,42.2,1.4,7995
 I20,2015,18784,165,42.2,1.4,11290
 I20,2016,28600,200,42.2,1.4,8495
 I20,2016,20458,165,42.2,1.4,8990
 I20,2016,28560,160,42.2,1.4,8998
 I20,2016,2000,160,44.1,1.4,9995
 I20,2017,46443,145,45.6,1.4,8493
 I20,2017,25650,160,45.6,1.4,8795
 I20,2017,37101,145,45.6,1.4,8880
 I20,2017,21280,165,45.6,1.4,9495
 I20,2017,20187,160,45.6,1.4,9530
 I20,2017,19595,145,45.6,1.4,9995
 I20,2017,29592,150,45.6,1.4,9995
 I20,2017,6264,165,45.6,1.4,10498
 I20,2017,3283,160,45.6,1.4,10700
 I20,2017,14675,160,44.1,1.4,11250
 I20,2018,20796,145,45.6,1.4,9985
 I20,2018,20796,145,45.6,1.4,9985
 I20,2018,29923,150,45.6,1.4,9995
 I20,2018,30239,150,45.6,1.4,9995
 I20,2018,31676,150,45.6,1.4,9995
 I20,2018,30424,145,45.6,1.4,10362
 I20,2018,27000,145,45.6,1.4,10495
 I20,2018,10000,150,45.6,1.4,10990
 I20,2018,21116,145,49.6,1,11800
 I20,2018,24448,150,45.6,1.4,12354
 I20,2018,10751,150,49.6,1,12492
 I20,2018,6394,145,49.6,1,12500
 I20,2019,7569,145,49.6,1,13495
 I20,2019,13337,145,49.6,1,13495
 I20,2019,2251,150,49.6,1,13557
 I20,2019,358,145,49.6,1,13750
 I20,2019,835,145,49.6,1,15702
 I30,2012,29650,205,41.5,1.6,6991
 I30,2015,12939,200,41.5,1.6,8375
 I30,2015,49489,200,41.5,1.6,8495
 I30,2015,28828,205,41.5,1.6,8979
 I30,2015,24503,205,41.5,1.6,8990
 I30,2016,21117,200,41.5,1.6,10000
 I30,2016,30700,205,41.5,1.6,10500
 I30,2016,11511,200,41.5,1.6,10695
 I30,2016,31000,200,41.5,1.6,10995
 I30,2016,6839,200,41.5,1.6,11230
 I30,2017,19367,145,51.4,1.4,12250
 I30,2018,33616,145,51.4,1.4,10399
 I30,2018,38082,145,51.4,1.4,10399
 I30,2018,39893,145,51.4,1.4,10399
 I30,2018,35097,145,51.4,1.4,11531
 I30,2018,30308,145,51.4,1.4,12985
 I30,2019,2717,145,44.1,1.4,17750
 I30,2019,2772,145,44.1,1.4,17750
 Ioniq,2019,5082,135,78.5,1.6,18981
 Ioniq,2019,1963,135,78.5,1.6,19800
 Kona,2018,5200,145,34,1.6,21495
 Kona,2019,165,145,37.7,1.6,19990
 Kona,2019,3718,145,37.7,1.6,20394
 Kona,2019,144,145,37.7,1.6,20990
 Tucson,2017,8169,150,39.8,1.6,17390
 Tucson,2017,6987,145,39.8,1.6,17995
 Tucson,2018,25814,145,39.8,1.6,16990
 Tucson,2018,16500,145,36.2,1.6,17350
 Tucson,2018,17952,145,36.2,1.6,17695
 Tucson,2018,6000,145,36.2,1.6,21995
 Tucson,2019,13797,145,36.2,1.6,16999
 Tucson,2019,10169,150,36.2,1.6,17499
 Tucson,2019,13555,145,36.2,1.6,18495
 Tucson,2019,6500,145,36.2,1.6,22450
 Tucson,2019,50,145,36.2,1.6,23995
 Tucson,2019,2597,145,36.2,1.6,24141
 Tucson,2020,978,145,35.8,1.6,25180
 I10,2010,85640,30,56.5,1.2,1990
 I10,2010,65555,30,57.6,1.2,2500
 I10,2010,62000,30,56.5,1.2,2950
 I10,2010,58000,30,56.5,1.2,2995
 I10,2010,14360,30,56.5,1.2,3299
 I10,2010,42125,30,56.5,1.2,3490
 I10,2010,64081,30,57.6,1.2,3491
 I10,2010,41000,30,57.6,1.2,3695
 I10,2010,41000,30,56.5,1.2,3795
 I10,2011,92000,20,61.4,1.2,1999
 I10,2011,94138,20,61.4,1.2,2488
 I10,2011,78000,20,61.4,1.2,2495
 I10,2011,68000,20,61.4,1.2,3295
 I10,2011,56902,20,61.4,1.2,3599
 I10,2012,50800,20,61.4,1.2,2995
 I10,2012,64000,20,61.4,1.2,3250
 I10,2012,67365,20,61.4,1.2,3491
 I10,2012,58205,20,61.4,1.2,3695
 I10,2012,56582,20,61.4,1.2,3799
 I10,2012,22089,20,61.4,1.2,3995
 I10,2012,24000,20,61.4,1.2,4295
 I10,2013,75000,20,61.4,1.2,2990
 I10,2013,48000,20,61.4,1.2,3491
 I10,2013,43204,20,61.4,1.2,3499
 I10,2013,79936,20,61.4,1.2,3499
 I10,2013,62921,20,61.4,1.2,3500
 I10,2013,34655,20,61.4,1.2,3750
 I10,2013,45615,20,61.4,1.2,3750
 I10,2013,46000,20,61.4,1.2,3750
 I10,2013,64500,20,61.4,1.2,3790
 I10,2013,69814,20,61.4,1.2,3991
 I10,2013,42000,20,61.4,1.2,3995
 I10,2013,58000,20,61.4,1.2,3995
 I10,2013,37489,20,61.4,1.2,4044
 I10,2013,42186,20,61.4,1.2,4120
 I10,2013,22000,20,61.4,1.2,4291
 I10,2013,27000,20,61.4,1.2,4295
 I10,2013,29089,20,61.4,1.2,4390
 I10,2013,31946,20,61.4,1.2,4390
 I10,2013,23186,20,61.4,1.2,4490
 I10,2013,37570,20,61.4,1.2,4499
 I10,2013,25919,20,61.4,1.2,4500
 I10,2013,33145,20,61.4,1.2,4589
 I10,2013,22000,20,61.4,1.2,4595
 I10,2013,35600,20,61.4,1.2,4695
 I10,2013,16197,20,61.4,1.2,4740
 I10,2013,35700,20,61.4,1.2,4795
 I10,2013,22300,20,61.4,1.2,4950
 I10,2013,42709,20,61.4,1.2,4995
 I10,2014,52000,20,60.1,1,3990
 I10,2014,53910,20,61.4,1.2,4495
 I10,2014,47000,20,60.1,1,4495
 I10,2014,44000,20,60.1,1,4780
 I10,2014,47040,20,60.1,1,4791
 I10,2014,13000,20,61.4,1.2,4795
 I10,2014,44047,20,60.1,1,4795
 I10,2014,37875,20,60.1,1,4887
 I10,2014,39120,20,60.1,1,4890
 I10,2014,41063,20,60.1,1,4898
 I10,2014,25500,20,60.1,1,4970
 I10,2014,50603,20,60.1,1,4995
 I10,2014,31592,20,60.1,1,4998
 I10,2014,46460,20,60.1,1,4998
 I10,2014,43482,20,60.1,1,5000
 I10,2014,61825,30,57.6,1.2,5000
 I10,2014,37543,30,57.6,1.2,5169
 I10,2014,28000,20,60.1,1,5195
 I10,2014,54681,30,57.6,1.2,5212
 I10,2014,38073,20,60.1,1,5289
 I10,2014,26883,20,60.1,1,5300
 I10,2014,38427,30,57.6,1.2,5389
 I10,2014,35428,20,60.1,1,5395
 I10,2014,42346,20,60.1,1,5450
 I10,2014,42346,20,60.1,1,5450
 I10,2014,31500,30,57.6,1.2,5489
 I10,2014,38751,20,60.1,1,5495
 I10,2014,62500,30,57.6,1.2,5495
 I10,2014,13840,20,60.1,1,5498
 I10,2014,23928,20,60.1,1,5498
 I10,2014,45495,30,57.6,1.2,5499
 I10,2014,17904,20,60.1,1,5500
 I10,2014,20127,20,60.1,1,5500
 I10,2014,26726,20,60.1,1,5500
 I10,2014,31575,30,57.6,1.2,5580
 I10,2014,40248,20,60.1,1,5644
 I10,2014,29000,30,57.6,1.2,5695
 I10,2014,37973,30,57.6,1.2,5700
 I10,2014,23026,30,57.6,1.2,5702
 I10,2014,20303,30,57.6,1.2,5750
 I10,2014,18724,20,60.1,1,5794
 I10,2014,19422,30,57.6,1.2,5798
 I10,2014,13281,20,60.1,1,5916
 I10,2014,13281,20,60.1,1,5916
 I10,2014,12590,30,57.6,1.2,5930
 I10,2014,22000,30,57.6,1.2,5969
 I10,2014,24986,30,57.6,1.2,5989
 I10,2014,17324,20,60.1,1,6000
 I10,2014,27397,20,60.1,1,6000
 I10,2014,21029,30,57.6,1.2,6000
 I10,2014,21359,30,57.6,1.2,6000
 I10,2014,31500,30,57.6,1.2,6000
 I10,2014,40650,30,57.6,1.2,6000
 I10,2014,41183,30,57.6,1.2,6000
 I10,2014,12287,30,57.6,1.2,6275
 I10,2014,30553,20,60.1,1,6399
 I10,2014,23346,30,57.6,1.2,6441
 I10,2014,19874,30,57.6,1.2,6490
 I10,2014,19371,30,57.6,1.2,6499
 I10,2014,8896,20,60.1,1,6630
 I10,2014,8896,20,60.1,1,6630
 I10,2015,42910,20,60.1,1,4495
 I10,2015,62013,20,60.1,1,4590
 I10,2015,42761,20,60.1,1,4871
 I10,2015,45278,20,60.1,1,4990
 I10,2015,56000,20,60.1,1,4999
 I10,2015,42692,20,61.4,1,5000
 I10,2015,18274,20,60.1,1,5295
 I10,2015,41682,20,60.1,1,5429
 I10,2015,27056,20,60.1,1,5495
 I10,2015,12042,20,61.4,1,5499
 I10,2015,25731,20,60.1,1,5690
 I10,2015,14566,20,60.1,1,5885
 I10,2015,23234,20,60.1,1,5891
 I10,2015,26280,30,57.6,1.2,5950
 I10,2015,40883,20,61.4,1,5971
 I10,2015,57781,30,57.6,1.2,5989
 I10,2015,26541,30,57.6,1.2,5990
 I10,2015,27872,20,60.1,1,5995
 I10,2015,32806,20,60.1,1,5995
 I10,2015,16000,30,57.6,1.2,5995
 I10,2015,8116,20,60.1,1,5998
 I10,2015,20979,20,60.1,1,5998
 I10,2015,40784,20,60.1,1,5999
 I10,2015,25705,20,60.1,1,6000
 I10,2015,25411,30,57.6,1.2,6079
 I10,2015,11166,30,57.6,1.2,6090
 I10,2015,41650,20,60.1,1,6149
 I10,2015,19645,30,57.6,1.2,6190
 I10,2015,8776,20,61.4,1,6199
 I10,2015,25559,30,57.6,1.2,6200
 I10,2015,23869,20,60.1,1,6250
 I10,2015,27390,30,57.6,1.2,6295
 I10,2015,14787,30,57.6,1.2,6490
 I10,2015,8500,30,57.6,1.2,6495
 I10,2015,18394,30,57.6,1.2,6495
 I10,2015,22020,30,57.6,1.2,6497
 I10,2015,37254,30,57.6,1.2,6499
 I10,2015,12731,30,57.6,1.2,6500
 I10,2015,44444,30,57.6,1.2,6500
 I10,2015,20905,30,57.6,1.2,6620
 I10,2015,18050,20,61.4,1,6750
 I10,2015,13425,30,57.6,1.2,6750
 I10,2015,22211,20,60.1,1,6800
 I10,2015,18405,30,57.6,1.2,6899
 I10,2015,7516,20,60.1,1,6995
 I10,2015,12500,30,57.6,1.2,6995
 I10,2015,18374,30,57.6,1.2,6995
 I10,2015,36188,30,57.6,1.2,6995
 I10,2015,36188,30,57.6,1.2,6995
 I10,2015,1666,20,60.1,1,6999
 I10,2015,13076,30,57.6,1.2,7699
 I10,2015,6380,30,57.6,1.2,7750
 I10,2016,36182,20,60.1,1,4388
 I10,2016,49430,20,60.1,1,4985
 I10,2016,58589,30,57.6,1.2,5000
 I10,2016,28224,20,61.4,1,5191
 I10,2016,23340,20,60.1,1,5290
 I10,2016,25857,20,60.1,1,5485
 I10,2016,53182,20,60.1,1,5489
 I10,2016,28601,20,61.4,1,5490
 I10,2016,43845,20,60.1,1,5495
 I10,2016,43778,20,60.1,1,5500
 I10,2016,46000,20,60.1,1,5500
 I10,2016,32186,20,60.1,1,5595
 I10,2016,33589,20,60.1,1,5690
 I10,2016,44965,30,57.6,1.2,5722
 I10,2016,33318,20,60.1,1,5794
 I10,2016,21359,30,57.6,1.2,5799
 I10,2016,28386,20,61.4,1,5870
 I10,2016,41519,30,57.6,1.2,5875
 I10,2016,21000,20,60.1,1,5910
 I10,2016,33403,20,60.1,1,5989
 I10,2016,16985,20,60.1,1,5990
 I10,2016,23315,20,60.1,1,5990
 I10,2016,23315,20,60.1,1,5990
 I10,2016,37000,20,61.4,1,5991
 I10,2016,13971,20,60.1,1,5992
 I10,2016,45748,20,61.4,1,5995
 I10,2016,29203,20,60.1,1,5995
 I10,2016,31000,20,60.1,1,5995
 I10,2016,38000,20,60.1,1,5995
 I10,2016,20746,20,60.1,1,5998
 I10,2016,20851,20,60.1,1,5998
 I10,2016,26753,20,60.1,1,5998
 I10,2016,41883,30,57.6,1.2,5998
 I10,2016,27516,20,60.1,1,6000
 I10,2016,37721,20,60.1,1,6000
 I10,2016,23176,30,57.6,1.2,6000
 I10,2016,48381,30,57.6,1.2,6000
 I10,2016,21112,20,61.4,1,6030
 I10,2016,28386,20,61.4,1,6110
 I10,2016,19390,20,60.1,1,6130
 I10,2016,19390,20,60.1,1,6130
 I10,2016,20956,20,60.1,1,6195
 I10,2016,13102,20,61.4,1,6250
 I10,2016,17497,20,61.4,1,6250
 I10,2016,11562,20,60.1,1,6270
